Taxa	SY	SW	HB	RU	SA	WM	BR	CB	CM	CT	EV	GH	PH	BM	DF	DM	HI	LG	SF
193	CDBN_159_Beluga	-1316.79077562103	93.8606692528637	NA	NA	0.715592146667785	-1.20477641939209	-0.550924657808647	1.7880571623615	0.92290973725048	NA	0.590067223226263	-1.76846727332916	2.92121789562125	-257.547212669185	-2.69547734436218	2.3075714059581	-1.69424525151976	-1.26334059162565	6.53680116511044
194	CDBN_158_SilverCloud	-1305.32277283793	158.528169020849	NA	NA	0.0353491038281572	NA	NA	NA	NA	NA	-1.05343353054419	-1.86452792294246	1.84775959209531	-421.898168222386	-1.17710004576713	3.96839399455047	-6.25363128061756	-1.50345445626125	7.94203687699298
195	CDBN_157_Lisa	-1038.03075854251	50.5735511363556	NA	NA	1.59653539426727	0.0626771278034143	-0.388003537335838	NA	0.203537030869932	-0.732437139510931	NA	-1.9314903285834	2.40302907974796	-328.258870768315	0.295342773288381	6.21935725458071	-6.16592921649882	NA	5.4441012515652
196	CDBN_156_K42	-1336.54325526579	143.919293258833	-0.709100873554777	NA	NA	-0.741915551403341	NA	NA	NA	NA	-0.966509295235482	NA	NA	NA	-1.77624744338601	2.21828853665735	-3.14276551788922	-1.87203011076775	4.4692863101814
197	CDBN_155_Alpine	-445.516037925735	-61.3134560305526	-0.882402993751958	NA	NA	1.27296387662727	NA	NA	NA	0.192144905852784	NA	-0.479074607248882	NA	416.475277279169	1.03737548836153	0.0232599548272898	3.86688237181713	-0.375566939795821	0.542083629210678
198	CDBN_154_AC_Elk	-1120.48667618038	176.037953824095	NA	-4.08607500128921	NA	1.00455262951084	NA	1.30264012139137	NA	NA	NA	-1.85237124906203	-10.2381605235933	-598.65797743443	-5.89054317086426	-2.71221260330656	-2.78317967326432	-1.32560766392664	4.78876567785334
199	CDBN_153_Sacramento	-1201.21038983769	128.097169715853	-0.559575883080343	NA	1.16271201351424	-0.155119826786376	-0.449075340841201	2.05458690566326	1.077090262746	-0.412368624551186	0.0334907047646343	-1.78507102468092	-6.24185438724008	-1802.47331711419	-5.24911816045533	-3.11056272583479	-3.57658424043046	-1.28206836415688	2.9866872074418
200	CDBN_152_Isabella	-1215.17058301703	87.3761305600997	0.61963920437905	NA	NA	1.26010664583695	-0.545710676533644	2.73061670752995	0.175884205081611	NA	NA	-1.86885685905938	NA	NA	-1.5739800616555	0.284400104814496	-15.8508016886715	NA	-0.922350740318811
201	CDBN_151_Zircon	-628.087393710706	-212.415890130864	-1.2711470280008	-5.97564559251042	NA	1.84061877461982	NA	0.867292510387273	NA	NA	NA	-0.716265242173603	NA	NA	2.7578405007998	5.69419760041288	-8.92875873891171	0.0526420810401397	6.93236268252619
202	CDBN_150_WYO167	-464.066438434101	7.94499885454887	NA	NA	NA	3.26010664583692	-0.574330529083145	NA	0.207505607336818	NA	NA	0.359623392023863	0.180275984210609	NA	-2.43746665648477	0.413050728683493	6.14992383285045	-0.0170732065862616	4.5904639349025
203	CDBN_149_WYO166	-693.718844848067	-20.3744055631833	1.23806673961925	1.02435440666833	NA	1.05036271022824	-0.545710676533644	2.92856710528973	0.175884205081608	NA	NA	0.131143140940621	NA	NA	-1.64078022423542	-2.76272362674144	7.17050396426579	NA	-1.74713902797981
204	CDBN_148_Valley	-803.755193714127	-52.8103363922829	-0.621147028000943	NA	NA	1.55036271022842	-0.545710676533644	-0.23903896822237	0.175884205081608	NA	NA	0.13114314094064	NA	NA	-0.573663477743937	3.74107034112382	-11.3339860367407	NA	4.04937122599183
205	CDBN_147_USWA_50	-448.818748035425	-216.054983199517	NA	NA	NA	1.10629720996061	NA	NA	NA	-0.807855094147227	NA	-0.0739742517078131	NA	339.810722304561	-2.09509918346757	-1.69001914006412	3.90965073831119	0.400202873315233	2.1442572410007
206	CDBN_146_Fleetwood	-709.633109264489	-194.871494238846	0.209355812037281	-1.68388991314528	0.550592565335278	1.79313234091092	0.137670540498602	0.0169475814491504	0.143056786542898	-0.172254444900458	-0.966509295235281	-1.51613342241357	-0.706579920554671	322.36328706101	0.383710263521516	4.18439419434082	-2.761820770807	-0.0219312928093754	5.0593034731388
207	CDBN_145_C_20	-781.070232825567	-194.084891260317	-0.709100873554811	NA	1.1172815243744	1.2590955472169	-0.0743305290831435	NA	0.707505607336847	NA	-0.966509295235347	-1.51223402396788	9.26779505870388	NA	5.09962304254282	6.79969624381541	-12.3380435125725	-0.0170732065862637	7.47653743747827
208	CDBN_144_USWA_20	-477.74864986624	10.411283267081	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10887686439275	NA	1331.87104701697	2.83527603210368	2.34567038615586	-0.810360725920883	1.0442005927801	1.24105556382933
209	CDBN_143_USPT_9_6	53.2195021961105	-29.7499704528975	NA	-4.25761157422937	1.07146868711061	NA	NA	1.9308679860346	NA	NA	-0.560350068780845	-0.281381514513613	4.7463439424643	551.28244401346	1.1281253969249	1.67127648086141	5.12609728896447	-0.30020071432428	1.41245049876202
210	CDBN_142_USPT_8_6	-57.6622847554683	3.85158501193326	NA	NA	1.07915540238875	NA	NA	1.93086798603463	NA	NA	-0.487354667442573	NA	7.81927850280143	0.0757472215871729	-1.94661402572715	-0.958780112294367	7.36386517857304	-0.6604991555858	1.5190681796134
211	CDBN_141_USPT_8_15	-371.487738719962	55.9515850119329	NA	-4.16469524221091	0.0791554023887496	NA	NA	1.93086798603463	NA	NA	-0.187354667442573	NA	4.15261183613475	41.0757472215874	-2.0894711685843	-4.62544677896104	4.36386517857304	-0.460499155585798	-1.81426515371993
212	CDBN_139_USPK_7_4	-427.029097846637	-43.3628738923233	NA	-0.471061276870268	0.799603562624417	NA	NA	NA	NA	NA	-0.528413737416667	-0.406598530771994	8.17646584918141	-595.732011745022	-1.39711803684659	-3.80759448967222	4.27035188529386	-0.335559553456135	-0.995665009194674
213	CDBN_138_USBK_CBB_5	-906.624936630114	-166.957109124316	NA	NA	0.410266399402138	-1.20477641939209	0.449075342191362	-3.21194283763847	-0.077090262749512	NA	0.090067223226236	-0.76846727332916	4.07658750233624	-262.540587090336	3.35394075188965	1.87655131575383	-1.96385304413623	-0.863287275953724	0.982635133674
214	CDBN_137_UI36	-482.265672483376	-47.8146633819418	-0.471147028000937	0.0132777383319936	NA	2.84061877461999	-0.602950381632647	1.18976275629799	0.239127009592035	NA	NA	NA	2.72027598421045	NA	-0.160642703842282	-0.158745859438652	5.298305000524	-0.0170732065860617	5.71037185631993
215	CDBN_136_UI137	-460.803514108148	-199.824723214865	NA	-6.83002056882041	0.171908803353487	1.46328358162534	-0.0573027462470722	0.563617374283491	0.112516457934553	-0.534515858420915	NA	-0.838765878368854	-0.309690508090846	100.071501103449	-1.55649971772759	0.825366606343054	6.03143579279019	0.399373204070237	3.61516136101168
216	CDBN_135_Spinel	-469.13039335278	-32.288291819647	NA	NA	NA	5.2601066458368	-0.545710676533644	NA	0.175884205081609	NA	NA	-0.368856859059383	NA	NA	0.451418759072074	3.69332339895617	4.17050396426628	NA	5.72458293833068
217	CDBN_134_Shetland	-679.770423241007	-208.457222841795	-0.611446409256823	-4.60908519047341	NA	1.24653944575903	-0.39718656232981	0.822301398870176	0.619274936391754	-0.011204996034566	NA	-0.678844320534868	0.974352654144303	591.918123265806	1.78988393504589	4.27525100593033	-2.85386789204464	0.0340720818344436	4.53980578629589
218	CDBN_133_RS101	-409.151264427951	-55.4466634127407	2.32042411691958	NA	-0.168291892043327	1.56267712780357	-0.388003537335837	0.418741878075186	0.203537030869932	-0.732437139510931	NA	-0.31073147822018	0.11335191817918	440.527995984034	0.483431744168443	-0.944114822387636	5.75656706046404	1.1551988100182	0.470483990899395
219	CDBN_132_Pulsar	-1050.17743750353	-206.939403341865	0.290899126445425	NA	0.117281524374402	1.25808444859671	-0.602950381632647	NA	0.239127009592027	NA	-0.966509295235368	0.151929371218363	-6.95220494129602	NA	-3.07687832719383	-2.51754553364592	7.01335904325895	-0.0170732065862643	3.06132325808779
220	CDBN_131_Opal	-770.845158451454	-188.793545881411	-0.221147028000687	-3.97564559258179	NA	0.840618774619794	NA	1.61442054377858	NA	NA	NA	-0.716265242173598	NA	NA	3.50784050079973	-0.127476801061996	-1.92875873891172	0.85264208104014	3.43236268252619
221	CDBN_130_Monument	-1071.91214415468	-236.704081234727	-0.709100873554777	NA	-0.042728418489537	1.25808444859665	NA	NA	NA	NA	-0.966509295235482	-0.848070628781698	-0.264685866802802	NA	1.00281389344673	-1.31226724971389	-2.14276551788914	NA	4.08737355865306
222	CDBN_129_L95F025	-576.764902045241	-198.928788283471	NA	NA	1.01821519940455	NA	NA	NA	NA	-0.64391361131985	-0.29271896392193	-0.706660979817714	0.441020505719362	489.52695254744	0.254928522166164	2.61946492453627	-0.97951202082601	-1.11099218794221	2.74311146597694
223	CDBN_128_L94C356	-553.685538784303	-57.2701756350901	NA	NA	0.410266399402138	1.79522358060793	-0.550924657808647	1.78805716236151	-0.077090262749512	NA	-0.40993277677377	-0.927308277511232	-4.35796242553308	-447.143482004966	-2.36649563861111	-8.96333728761668	6.55116080360256	0.0577534445326848	-4.19221010981047
224	CDBN_127_H9659_37_2	-978.640919177384	96.261048661356	NA	NA	0.742745284285608	NA	0.386325104033981	-0.436051949218883	-0.149220078288009	-0.64391361131985	0.00179843259071053	-0.634241612398083	2.75326326027445	-752.44081373933	-1.16690525123035	0.728267511541262	0.0975243680837368	-0.118141391676648	3.06651241819217
225	CDBN_126_H9659_23_1	-832.870466279654	47.3000278791916	NA	NA	0.909412088020125	NA	0.386325104033981	-0.0360519492188832	-0.149220078288009	-0.64391361131985	-0.131585137765468	-0.259914914673502	2.9387086364978	-381.557358659864	0.170703564160137	0.710831452127734	0.387488236714807	-0.0686227423918198	2.15461173861054
226	CDBN_125_H9659_21_1	-1190.49105379018	107.951598239027	NA	NA	0.594019412115143	NA	-0.61367489596602	2.51394805078113	0.85077992171199	NA	0.791113747002289	-0.241383811804219	8.2884847370057	-119.81649634793	2.00546519640981	3.69727016012605	-3.01684856702032	0.0519142845861349	4.05692839769283
227	CDBN_124_Fleetside	-596.447403927778	-195.111140890874	-0.185184927522607	-2.04360399358775	NA	1.77296387662733	NA	0.0369209396472898	NA	0.192144905852775	NA	-1.74064091837445	-4.07613784855323	204.221988928449	0.379981962307904	3.38101318884106	-1.9669313487044	0.0235451510460818	4.37702848374626
228	CDBN_123_Fiero	-1059.54686007806	145.346525351072	NA	-4.38607500128389	0.540196661687205	0.00455262951084385	NA	0.302640121391355	NA	-0.64391361131985	-0.709385630588584	-1.5058911435551	-5.19188744305011	-203.370792796166	-2.31504574314888	4.48128197444455	-3.25222903415826	-1.09624686228728	8.33711652671824
229	CDBN_122_Ebony	-838.304209841969	-183.605488783428	0.928852971999425	-5.13672226169551	NA	-0.159381225380261	NA	0.314509136676861	NA	NA	NA	-0.716265242173598	NA	NA	6.08907613392677	1.52036921239756	-8.42875873891171	0.0526420810401396	1.93236268252618
230	CDBN_121_Comet	-611.320086047692	-126.018118058713	NA	NA	0.185171799923723	NA	NA	NA	NA	NA	1.00915595467514	-0.817895138222724	5.95346995970175	585.551020032266	1.68844153760169	2.47066064866646	-3.25945504717065	-0.599112270530217	1.93333778628237
231	CDBN_120_CO_33142	-495.683756492349	33.0695658186957	NA	NA	0.831708107956681	1.56267712780341	-0.388003537335838	NA	0.203537030869932	-0.482437139510931	NA	0.0685096714165773	11.5140984586725	888.160501870866	0.64971713665063	2.90248385022375	2.561324128979	NA	4.14425356723284
232	CDBN_118_Amber	-607.569876341074	-11.225556075282	1.0288529719994	1.51327773806307	NA	1.84061877461991	NA	1.89915633557015	NA	NA	NA	-0.716265242173599	NA	NA	-0.910923866073251	-0.272248826793654	-0.928758738911656	0.352642081040163	4.43236268252618
233	CDBN_117_Agate	-699.102919482932	12.3869318583987	1.42885297199947	-4.13672226173697	NA	0.840618774619857	NA	2.83887267057937	NA	NA	NA	-1.71626524217361	NA	NA	-1.91092386607324	-0.951410044726367	1.07124126108834	-0.147357918959842	2.43236268252618
234	CDBN_116_AC_Trident	-786.418943149271	-189.073076774479	NA	NA	0.424146985084451	NA	0.386325104033981	1.7880571623615	-0.149220078288009	NA	0.488908896818981	-0.567527488275073	6.71397455094929	85.7476285012684	0.294128047987446	2.9373334252976	-3.88720929108629	-0.62475088017327	4.54928684542473
235	CDBN_115_AC_Skipper	-1325.53092107892	-167.744129139896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-633.427145175116	-0.233844271481067	-3.11274408493597	-0.275817864873072	-1.37198600113599	-0.977856573071674
236	CDBN_114_UI60	-262.027311804496	-85.6992639038877	-1.26193326038084	NA	NA	1.8406187746197	NA	0.0913053560254049	NA	NA	NA	NA	NA	NA	NA	2.02706695346145	NA	NA	NA
237	CDBN_113_N81017	-904.175109058878	-182.693768140042	-1.70910087355476	NA	1.1172815243744	-1.74191555140333	0.397049618367357	NA	0.239127009592027	NA	-1.96650929523537	-0.848070628781648	8.22779505870396	NA	6.05221122697985	8.33719029283756	-10.9356194765606	-0.0170732065862631	9.38794251823247
238	CDBN_112_MRK44	-1456.22723455484	126.743916618381	2.80042411691966	NA	0.162712013514546	0.56095557898955	NA	1.91874187807517	NA	0.292769801880441	0.0334907047646349	-1.87549541188601	-3.34197248571726	-1409.69813709865	-5.76981053727989	-4.4328202621741	-3.52615055298485	-2.02729439693236	2.20513674000047
239	CDBN_111_ISB_730	-1162.68396706436	-189.87954294464	0.290899126445194	NA	0.55373604187042	1.56095557898964	0.397049618367356	NA	0.23912700959204	-0.707230198119566	-1.96650929523537	-1.90668465812377	-3.94325015247401	NA	-1.05812326403837	-1.03508885750649	5.78955468497622	-0.0170732065859418	1.6985390137331
240	CDBN_110_ISB_459	-351.726401464869	-82.441746676566	0.290899126445281	1.36717792827451	1.16271201351461	2.06095557898956	NA	NA	NA	-0.707230198119565	0.0334907047646341	0.0618425123411884	-2.65246540952991	NA	-2.29441140235139	1.79590178979192	5.85723448211025	1.12796988923228	6.51285022007175
241	CDBN_109_ISB_1	-1407.15550709999	-186.634712974338	-0.709100873554666	NA	0.617281524374404	1.25808444859671	0.397049618367356	NA	0.239127009592027	NA	-1.96650929523537	-1.53146632361186	-1.81220494129599	NA	-1.92728131377339	-3.62703013717907	-0.722868155508066	-0.0170732065862631	1.79174260902703
242	CDBN_108_GH760	-941.19741008784	-72.3158412265888	-0.709100873554868	NA	NA	-0.741915551403381	-0.602950381632648	NA	0.239127009592027	NA	-0.96650929523539	-1.21486201844208	-15.0597240157893	NA	-5.50732540083634	-7.10669583418756	10.5172054776079	-0.444551658676987	-0.0408401888129349
243	CDBN_107_D79054	-1033.06726973259	-199.461836112293	-0.594730834587924	NA	-0.0427284184895416	1.25808444859667	NA	2.55159226818507	NA	NA	0.0334907047646231	-0.848070628781688	-3.26468586680271	NA	0.345223985606169	0.137002420327292	-3.23750062680848	NA	2.06817299627908
244	CDBN_106_D77196	-990.543378929097	-206.846601255625	-0.244730834587839	NA	-0.0427284184895487	1.25808444859664	NA	0.670024203656542	NA	NA	-0.966509295235379	-1.28216793547765	5.73531413319733	NA	4.19898305701364	7.61773935458309	-13.3551922999788	-0.947357918959867	5.20668619622684
245	CDBN_105_D77135B	-598.233460019265	-30.9156335902586	NA	NA	NA	NA	-0.602950381632646	NA	0.239127009592028	NA	NA	-1.21486201844208	-12.5197240157894	NA	-5.25418063954776	-2.16937070891362	2.52536873996	-0.017073206586335	4.31529707926314
246	CDBN_104_D76125	-909.387699710236	-201.296744854817	0.290899126445239	NA	-0.042728418489537	1.25808444859665	NA	NA	NA	NA	0.033490704764493	-0.848070628781698	-5.96468586680278	NA	-1.4971861065533	-5.88369582114244	-0.142765517889117	NA	-1.51262644134693
247	CDBN_103_CO_12601	-930.854366376902	-201.468196908027	0.290899126445239	NA	-0.0427284184895369	1.25808444859665	NA	NA	NA	NA	-0.966509295235482	-0.848070628781698	-4.26468586680279	NA	-3.66385277321997	-6.16941010685675	0.857234482110892	NA	2.08737355865307
248	CDBN_102_83B16	-717.515915479891	-207.987615967152	NA	NA	1.16271201351462	1.86382670938222	NA	NA	NA	-0.707230198119565	NA	-0.438157487658857	5.34753459047016	NA	5.06609135380335	10.568272753113	NA	NA	8.89247723044253
249	CDBN_101_79146	-107.398120355188	-58.7057537105881	NA	NA	0.16271201351461	2.86382670938217	NA	NA	NA	-0.207230198119564	NA	-0.438157487658862	0.347534590470167	NA	-2.43390864619664	-3.58563874574919	NA	NA	3.39247723044254
250	CDBN_100_6123	-1383.87542341401	-204.909170152084	NA	NA	-0.168291892043323	1.56267712780341	-0.388003537335838	NA	0.203537030869932	-0.482437139510931	NA	-1.93149032858341	-10.9859015413274	-818.672831462471	-0.100282863349372	-1.32828538054551	-5.28867587102105	NA	1.78061720359648
251	CDBN_099_4533	-179.010333996939	-75.9514709505297	-0.709100873554796	NA	0.162712013514602	2.56095557898957	NA	NA	NA	-0.707230198119565	-0.966509295235368	-0.438157487658815	-0.652465409529779	NA	-2.67893774190678	-5.91616414940473	14.8572344821102	1.12796988923228	1.12962427016337
252	CDBN_098_OAC_Thunder	-687.563173245949	-177.400715699366	NA	-3.68607500126647	0.493520589595635	0.00455262951084648	NA	1.54534864187643	NA	NA	0.590067223226243	-0.617768012149359	4.20444119402576	95.7045558024954	-1.79781550225835	2.2499591320799	-0.768023141159595	-0.784161053755045	5.29339002545404
253	CDBN_097_Gryphon	-896.821889755647	-196.384725270954	-0.783654168683538	-1.69160641647184	NA	1.05633498798888	-0.397186562329811	0.67265916894903	0.119274936391738	-0.374527221671961	NA	-0.550535719749934	2.09591096390945	324.159302204369	0.462458749154645	4.77210038916443	-4.88305378919288	0.149996651165941	6.6069862427708
254	CDBN_096_Hungerford	-471.316427876877	48.1689861997665	NA	-5.47106127685668	0.655057184795929	NA	NA	NA	NA	NA	-0.337264748208029	0.104537688673755	-0.052986859113888	-234.287886882738	-1.93538698699434	-0.336140858489822	5.18538762848094	0.445303420513749	3.43599069990652
255	CDBN_095_Othello	-410.307705130463	-15.1045897098858	0.721580354022466	0.334872029021778	0.377485434792627	1.73052851419939	-0.522572063892241	1.84062791127919	0.41712169919166	-0.662237765875312	-0.195036428181555	-0.124513556388485	-2.59655752218421	215.697562597994	-4.37278452318708	-7.34022615344909	8.43917996685585	0.4051939989673	-1.6839472674028
256	CDBN_094_UCD_9830	-1043.48475955139	89.3955585917222	NA	NA	0.33758038956778	NA	NA	NA	NA	NA	0.696566469455814	-1.86452792294246	3.05813937841224	440.101831777621	0.430529974918086	9.15107161335784	-3.75363128061756	-1.05345445626125	8.97478783712592
257	CDBN_093_Isles	-1229.38662287814	159.360562045009	-0.88240299375188	-4.38607500128389	NA	NA	NA	NA	NA	NA	NA	-1.84834791897881	-15.7130633832586	-877.687660372785	-2.13789495307926	2.37148837043804	-7.77085503384546	-0.697456886896953	5.45379264512386
258	CDBN_092_1132_V96	-1339.72358100478	194.004172029914	NA	NA	0.688401933836504	NA	NA	NA	NA	NA	0.128992077420723	-1.703897933617	0.627672079875577	-438.760947640755	-1.88284750759128	2.61116255799447	-2.51431349995842	-0.920500532562071	5.42149433992609
259	CDBN_091_1062_V98	-1107.55422205626	90.2175368205836	NA	-0.471061276861432	0.925674961852077	NA	NA	NA	NA	NA	-1.1940738656871	-1.72925295373205	2.29985511810839	531.438887365368	-3.76593026896171	-2.86074889273388	-3.37932228858019	-0.502047827760802	3.04716602228103
260	CDBN_090_Redkloud	-1090.55404089736	118.271728432741	-0.174792391320666	-4.29779893083462	0.632962032383604	0.305374339526188	-0.49939754369609	1.27369779461877	0.128820442781721	-0.165991307104467	-0.96650929523528	-1.6734933439349	0.706446726499875	-520.49888416098	-5.19233977775986	-0.6145231099377	-5.93969602821663	-1.07160319635588	4.90491436270071
261	CDBN_089_Claret	-833.97164227486	-32.2146233018191	NA	NA	0.746579202272103	NA	-0.613674895966022	0.676002606571319	0.850779921711985	-0.64391361131985	-0.0680359977187206	-0.733489400831435	-2.95561194857888	-367.123110532786	-2.16615637550399	-4.41987547626813	3.5073039997222	-1.37764043195462	-1.3244495596989
262	CDBN_088_USWA_75	-1297.8707366941	191.810797578479	NA	-3.38607500129019	NA	-0.495447370489161	NA	0.302640121391373	NA	NA	NA	-1.85237124906203	-6.30149385692658	24.8420225655737	-0.799634079955179	6.08778739669356	-4.83317967326427	-1.07560766392662	8.23321012229774
263	CDBN_087_USWA_70	-1358.43889413747	188.359351287647	NA	NA	0.693398020213982	-1.20477641939209	0.449075342191358	NA	-0.0770902627495114	NA	0.298125918421779	-1.80628206404813	2.99749455100827	274.097172731561	-1.84927221012128	5.30857061029072	-8.25789918291176	-1.09415127898524	8.22565750017178
264	CDBN_086_USWA_11	-734.039157746726	-46.6899804615024	NA	-3.08607500129049	NA	2.00455262951084	NA	1.30264012139137	NA	NA	NA	0.147628750937973	-8.98816052359324	-1594.15797743442	-2.89054317086424	-8.61221260330644	7.96682032673574	0.0243923360733727	-3.87790098881335
265	CDBN_085_USPT_9_18	52.8670306148651	-42.5725049517942	NA	NA	0.393265144842997	NA	NA	NA	NA	NA	NA	-0.919692936534483	8.37216952341714	949.649078857475	-2.35814583231465	3.08983169980064	1.43455974805946	-0.522416159649973	6.38867709594305
266	CDBN_084_USPT_7_3	-283.958928068839	15.1472358277401	NA	NA	0.0738674224620091	NA	NA	NA	NA	-0.64391361131985	0.30073975839597	0.00439722009652046	3.60657939995528	-91.4566289956067	-2.44706203580486	-3.70795939755798	7.43462910467988	0.463557194768624	0.632859375046943
267	CDBN_083_USPT_11_9	100.933995609513	-32.5062136793984	NA	NA	1.0679693612373	NA	NA	NA	NA	NA	0.851612525868093	-0.788537654850202	9.21252784859376	391.861936379034	-0.65001660934241	-0.836254148003239	0.719283479712293	-0.596739734538887	1.89941910323379
268	CDBN_082_UIP7_24P_1P	-127.947312539789	-36.2478978369565	NA	NA	0.422827300773891	NA	NA	NA	NA	NA	-0.203433530544186	0.135472077057543	2.10901268575091	782.601831777615	-0.973768774535874	1.28238913728348	6.74636871938241	0.716063440405559	4.32284131716038
269	CDBN_081_Sprint	-1014.04744867607	-152.457020880797	-0.81159659166108	NA	NA	0.722929579950816	NA	1.28704230394896	NA	NA	NA	-1.8113594191562	-9.17694303461294	-852.415151481121	-3.07983387036972	-2.2897041280308	-0.0724994575392796	-0.421535516248238	1.20235669199398
270	CDBN_080_Panther	-625.676248676067	-205.984781178512	-0.811596591661081	NA	NA	1.72292957995079	NA	0.16204230394893	NA	NA	NA	-1.01135941915621	3.73972363205373	-101.239569217211	0.836832796296928	2.56744958768666	1.54000054246072	-0.631535516248237	2.24980925477824
271	CDBN_079_Nichols	-1426.20327539353	102.487867110053	NA	NA	0.242745284285609	NA	0.386325104033982	2.26394805078112	-0.149220078288009	0.356086388680153	-0.305249114231002	-1.66486020041881	-0.75540951825897	-676.38673460129	-1.27552497290525	3.32510808892838	-7.18984718140502	-1.21800703209435	6.60090244570821
272	CDBN_078_Mogul	-1515.06822738338	89.2554417481231	NA	NA	1.03534910382816	NA	NA	NA	NA	NA	-0.203433530544185	-1.86452792294246	-1.85224040790468	-1730.89816822238	-3.67710004576713	2.56839399455047	-4.25363128061755	-1.35345445626125	8.56703687699297
273	CDBN_077_LB_4815_B	-1078.42945420237	-170.205538638576	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-0.805459767764963	NA	1219.83185176291	6.51284752697442	6.66897732419821	-14.1260210333133	-0.316837367293033	1.56542994502794
274	CDBN_076_LB_4813_B	-584.601288738536	-208.094617039063	-0.882402993751954	NA	NA	NA	NA	NA	NA	NA	NA	-0.47212643443163	NA	572.58185176291	-2.94869093456404	-2.12751434127131	3.94897896668671	0.60459120413553	3.01997539957338
275	CDBN_075_ISB_782_1	-992.332348035423	-189.577566562831	NA	NA	NA	0.772963876627278	NA	NA	NA	0.192144905852774	NA	-1.40730758504112	NA	-355.689277695447	-0.0950991834675354	-0.315019140064212	-1.51034926168881	-0.662297126684763	0.913488010231447
276	CDBN_074_ISB_782	-1156.95944867607	-193.477402235951	-0.811596591661081	NA	NA	0.722929579950816	NA	0.91204230394895	NA	NA	NA	-1.8113594191562	-3.42694303461295	-536.540151481121	0.33683279629694	0.576962538635922	-1.73499945753927	-0.521535516248237	2.61902335866063
277	CDBN_073_ISB_721	-892.162883693218	-193.831902357519	-0.25824057718766	-3.01656114157462	NA	1.60289484843814	-0.345297783818418	0.565133899232467	0.161459610037606	-0.133910925838842	NA	-1.27518577178047	-2.6054135454786	242.856384588154	1.5081099706489	2.33564160258408	-2.93173997326042	-0.487473079320783	2.1703825054924
278	CDBN_072_ISB_672	-1178.72025559013	-196.979725003988	-0.131446409256744	-4.60908519049418	NA	1.57495880619558	-0.345297783818419	1.23274005891648	0.161459610037605	-0.303810334558591	NA	-1.71045458515285	-3.67208619596684	-492.609012749047	0.676616156067288	1.78423456055215	-1.16993814371011	-0.763666065029836	3.77388186965383
279	CDBN_071_Snowdon	-1245.52161905302	190.063252080563	NA	-2.50004115267336	0.683477367060528	NA	NA	NA	NA	NA	1.99999999889408	-1.99999999989988	-2.23746049091622	-1203.00001702637	-4.60608208478834	-4.17473443302142	-1.26531645307516e-07	-1.68938375491866	3.6029687325229
280	CDBN_070_R12859	-210.243837552623	-46.7607583529619	NA	NA	0.88492002702884	NA	NA	NA	NA	NA	0.9999999988941	-0.499999999899879	10.6306613379884	131.999982973636	-0.995870095029865	-1.14872095465032	2.99999987346851	-1.47826468725311	0.382748515359412
281	CDBN_069_Powderhorn	-104.809015014151	-42.6220587525693	-1.90612607174916e-09	-3.50004115266927	0.999999999339587	NA	NA	-3.63396571131336e-11	NA	NA	0.999999998894087	-0.999999999899877	7.75000000528045	-208.000017026372	-2.04986570325711	-2.23338780138757	1.99999987346836	-1.36250000074461	-0.311668615348025
282	CDBN_068_Gypsy_Rose	135.212576094367	-98.3148822482824	0.659999998093845	-4.11526840178934e-05	-6.60412063032834e-10	NA	NA	-3.63395606094733e-11	NA	NA	-1.10591251264233e-09	1.0012560821344e-10	7.50000000528044	891.999982973625	1.80737310307139	5.80912369500869	-1.00000012653164	0.312499999255389	4.39416662332956
283	CDBN_067_ElDorado	99.9421136242297	29.6476469565216	-1.90612592360662e-09	-4.115268401723e-05	1.49999999933959	NA	NA	-3.6339580933409e-11	NA	NA	-1.10591251329612e-09	-0.499999999899876	7.00000000528048	534.999982973626	-0.956970180725706	7.54018974853421	3.99999987346833	-0.362500000744609	8.19655291320484
284	CDBN_066_Bellagio	-1244.59474298171	150.362193372768	NA	NA	0.597789216439245	NA	NA	0.930867986034624	NA	NA	-0.4873546674426	-0.419692936534485	2.20581349660812	-28.6375869604623	-1.64124569462243	3.69809745444904	0.399212463316145	0.080429107670467	7.64680465810209
285	CDBN_065_UI465	-370.273826099773	-24.8413046141555	NA	-3.68607500126902	0.81250212891913	1.64988810505936	-0.582299776887334	1.28329408608623	0.886844829481236	NA	-0.791386252997706	0.00117112769889587	-0.194634126580999	130.395051966022	-1.47136460093535	-0.0928390597018268	7.98309533402122	0.909997397682377	2.9096242513938
286	CDBN_064_Rexeter	-511.839392115982	-200.804038513028	NA	-4.2576115742169	0.996841206418716	NA	NA	-1.06913201396538	NA	NA	0.172983264552498	-0.690786226590768	6.8347925866698	585.624102724464	1.32935241647077	7.67004007896016	1.70321290373821	-0.458960013160666	8.25513669298488
287	CDBN_063_OAC_Inferno	-471.68784660876	162.193385262558	NA	-3.33236819741552	0.85457158287622	NA	NA	0.930867986034609	NA	NA	-0.568162134463151	-1.43587805946331	4.78501964005258	1343.97922219141	-2.97698456461397	5.06156294667541	-3.63895048941558	-0.069695441677637	8.62846858792205
